data,preco_abertura,preco_fechamento,volume_negociacao,volatilidade,retorno,retorno_acumulado,tendencia,cluster
2023-01-28,105.63547027518509,101.80046990077392,1309736.5882348593,0.008984374425700685,-0.00419600281535025,-0.17090573535023285,0,0
2023-01-29,90.99041965121792,109.20276959095625,1052414.8538186564,0.01019613386381765,0.032970762241926826,-0.13793497310830602,1,0
2023-01-30,95.62459375310085,84.65811152202392,877090.9535919882,0.0006888202341168271,0.01704256917236239,-0.12089240393594364,1,2
2023-01-31,90.97440081655904,96.13935193864982,1201780.6491593276,0.04976654706825979,0.018244470237739542,-0.1026479336982041,1,0
2023-02-01,127.78417276763406,74.97123889183615,756613.4500738828,0.013164968246676968,-0.02732454111585291,-0.12997247481405702,0,2
2023-02-02,99.79754162893099,105.98834683907918,1119089.4423390548,0.009070174251089348,-0.022023074731057385,-0.1519955495451144,0,1
2023-02-03,84.1343360656615,109.70793909554112,1126367.5397916567,0.01964588068509359,-0.05578157318970854,-0.20777712273482296,0,1
2023-02-04,112.33817368154783,92.75220306550939,1265052.4768747198,0.0011796844317919475,-0.01518761642165508,-0.22296473915647805,0,0
2023-02-05,81.68734525043467,123.6098014493505,1689915.0097277695,0.008937450016053962,0.02013406372771317,-0.20283067542876487,1,0
2023-02-06,103.13295392507133,81.61351505496488,1098103.9917946917,0.0068509840171553,0.011338930314967417,-0.19149174511379746,1,2
2023-02-07,70.60494814180336,78.0343767968527,872759.0935731253,0.003409275419931418,-0.0034302652590424776,-0.19492201037283993,0,2
2023-02-08,80.07720926652354,103.36677727839958,993606.4219520014,0.019254651305692247,0.0005539943256389389,-0.194368016047201,1,1
2023-02-09,102.95291853803685,115.70647453918232,557731.0237777205,0.004132225593920933,-0.012777710851508112,-0.2071457268987091,0,1
2023-02-10,111.07699869993115,125.25891537186803,826321.7172277354,0.012204323391784452,0.0050951776480356835,-0.20205054925067342,1,1
2023-02-11,102.57052421784955,93.1167360569659,897679.390471724,0.0031394592193686845,0.016317565589612296,-0.1857329836610611,1,2
2023-02-12,98.2652757641764,116.18021250146944,868977.9005163519,0.01173062539127871,-0.03131773574820945,-0.21705071940927056,0,1
2023-02-13,95.48344456616067,99.42237295748939,1038088.7180084304,0.004484328085815861,0.0069929537567469625,-0.2100577656525236,1,0
2023-02-14,77.82217014448858,97.41059050088771,794395.0169044498,0.014292195812732361,0.019648697419093347,-0.19040906823343026,1,2
2023-02-15,89.20233687407936,113.25489906230008,1280257.6668311178,0.04099882557154956,-0.007302005779267391,-0.19771107401269766,0,0
2023-02-16,93.09041843560318,109.78484317620129,1000051.7662295493,0.023181481299117953,0.015014012242411674,-0.182697061770286,1,0
2023-02-17,115.85683339328374,76.35411764523626,997674.9197153464,0.0067250947736214395,0.05729308888945106,-0.12540397288083494,1,2
2023-02-18,105.15427434352692,122.14810524588844,918026.3208717705,0.008509798664804606,-0.0010868558597378385,-0.12649082874057277,0,1
2023-02-19,73.554397669559,120.70137031221176,1038797.6709647448,0.023944938472904558,0.008866141000106471,-0.1176246877404663,1,0
2023-02-20,104.86125954092192,90.61655947735706,1206274.5661669087,0.02743347394460932,-0.013761141673227832,-0.13138582941369414,0,2
2023-02-21,94.22376579375525,105.93705300156114,783217.4460722749,0.014188820048550932,0.0046250232520410085,-0.12676080616165314,1,1
2023-02-22,89.84616999541062,107.41045279424108,835470.8777311859,0.005770973917514096,0.010205432499646078,-0.11655537366200706,1,1
2023-02-23,109.17514433261302,103.9101064873586,924068.4928058338,0.015675070422488568,0.004896846805402762,-0.1116585268566043,1,1
2023-02-24,115.46499283743927,91.7454226923187,663532.2691316963,0.03469873151673617,-0.019393906394177134,-0.13105243325078142,0,1
2023-02-25,113.96920178674299,89.92564948092922,795185.5350696256,0.017135441876535856,0.005127235426509014,-0.12592519782427242,1,2
2023-02-26,87.41173715166042,99.61668893512832,880944.7816138353,0.011110935589737332,0.03024391877435274,-0.09568127904991967,1,2
2023-02-27,95.36181436223178,117.59093528889048,1218597.295178182,0.004087780632059536,0.009972715290290545,-0.08570856375962912,1,0
2023-02-28,104.96895147105346,108.15400231891648,1065640.3322504812,0.024042990521521777,0.020239743781436823,-0.0654688199781923,1,0
2023-03-01,114.63317690683539,94.44078501870841,1048397.4778418861,0.007913614235125276,-0.0037402394002525544,-0.06920905937844486,0,2
2023-03-02,92.81238643232065,111.57548065972517,1212724.4905419932,0.006349065225003503,0.015998004788474213,-0.05321105458997065,1,0
2023-03-03,97.21511535004274,57.27186069054887,965657.0529001509,0.006657208087650225,0.0065853567643305196,-0.04662569782564013,1,2
2023-03-04,83.40497538990958,117.23148550558156,1097616.2124822224,0.0018677371779989658,-0.018018214593744638,-0.06464391241938477,0,1
2023-03-05,82.05690063878994,73.90429331832851,974194.5617668759,0.010586642248967418,0.00737042009597749,-0.05727349232340728,1,2
2023-03-06,112.18788733591298,94.56338587895301,1066340.587349907,0.03028940618361534,-0.01883393326880621,-0.07610742559221349,0,1
2023-03-07,120.34360042856234,83.20495158060784,854310.3355971045,0.006431864226784771,-0.011657605497695837,-0.08776503108990932,0,2
2023-03-08,98.91984817629499,80.57977786418641,390295.71043089277,0.03509866143294483,0.0047865661458474824,-0.08297846494406184,1,2
2023-03-09,115.05299346838036,117.41240181067779,966430.209453424,0.00036803261566876257,0.0069448854676024815,-0.07603357947645936,1,0
2023-03-10,105.42454037571451,92.98448198032163,1355687.034024985,0.004505282344950991,-0.022784649301542583,-0.09881822877800195,0,0
2023-03-11,90.32320368092314,105.19755822596073,1231553.850560398,0.013854455102337189,0.022079715423657525,-0.07673851335434442,1,0
2023-03-12,105.4209340826262,99.29619131681224,1241349.3711477928,0.025386609930933984,0.012440125566009458,-0.06429838778833497,1,0
2023-03-13,123.07054849698955,107.15561240834683,1309032.6804515545,0.03405029316259211,-0.013094568712217678,-0.07739295650055264,0,0
2023-03-14,99.46260941335073,101.15232836590383,1022164.3977403594,0.0040465759284560405,-0.029751695928983506,-0.10714465242953615,0,1
2023-03-15,123.4696548372101,80.75511663717145,1049328.926851399,0.03263713798178218,-0.001898091581628626,-0.10904274401116477,0,2
2023-03-16,60.703823438653835,114.94400229170711,845587.0261414124,0.014660659910479788,-0.007918874277223202,-0.11696161828838797,0,1
2023-03-17,112.32853756562835,92.59365125258032,920981.7859932375,0.0363612384511565,0.003262809141060456,-0.11369880914732751,1,2
2023-03-18,101.30570602357257,76.65127152010373,1153942.7874427855,0.015503109880695663,-0.006262333223111331,-0.11996114237043884,0,2
2023-03-19,95.51488974301199,93.57827258551131,1300971.109292204,0.011060801717047168,-0.039149137214900195,-0.15911027958533902,0,1
2023-03-20,101.37641164803253,122.51139685951466,965138.4310797501,0.004680489087062959,-0.006766938766023169,-0.16587721835136218,0,1
2023-03-21,70.18646628098661,112.7533261317024,887452.683787147,0.0049705723614889875,-0.005112382221366259,-0.17098960057272844,0,1
2023-03-22,96.70492168243732,94.7702179838821,1000131.9897141493,0.024010633169477453,0.013673220495481173,-0.15731638007724727,1,2
2023-03-23,105.35668857267619,94.76113443522357,1150301.6872322788,0.0028071973969609394,-0.012963993492220993,-0.17028037356946826,0,0
2023-03-24,122.16841067112274,95.17547423173926,639036.2959666145,0.039341394071743044,0.034573493467451324,-0.13570688010201692,1,2
2023-03-25,92.22594672589528,131.15121975341262,425954.7617156905,0.022343729234140047,-0.03723281101303514,-0.17293969111505206,0,1
2023-03-26,87.87259595660218,105.7290317834733,862365.7876271041,0.003716915043854946,0.02722334995605249,-0.14571634115899956,1,0
2023-03-27,92.47364434623195,106.45062470786604,694821.8935214604,0.006199979663311102,-0.0034863794175620955,-0.14920272057656167,0,1
2023-03-28,113.73103176553111,115.45425181047763,872964.9505881723,0.0011317697779979169,0.018191697446871127,-0.13101102312969054,1,0
2023-03-29,104.93126664489526,103.5818373853977,963054.9202956321,0.024379415795873265,0.002596029681174662,-0.12841499344851587,1,1
2023-03-30,92.05359694349441,96.11436781268945,886687.8977442466,0.0390220372807725,0.023791110720509386,-0.10462388272800649,1,2
2023-03-31,107.69901149670034,97.05475226372532,1363116.8836176863,0.002871758730103204,-0.006747239291056225,-0.11137112201906271,0,0
2023-04-01,101.4561632402206,98.92598110878905,1081686.19115058,0.0363595845077431,-0.020972408503556243,-0.13234353052261896,0,1
2023-04-02,114.52967485799334,99.44166645235238,1075118.5899027071,0.015194245909683369,0.029410085745421265,-0.1029334447771977,1,0
2023-04-03,89.46920359183972,110.9144431545547,1155551.7860108505,0.0018891742888400551,-0.0012696129176428235,-0.10420305769484052,0,0
2023-04-04,95.08506780103347,100.77918828710949,715291.7205548077,0.008392199440482364,0.005431169472484212,-0.0987718882223563,1,2
2023-04-05,94.11837770301764,110.98960115823368,1259777.9468550673,0.01727765921179532,0.025695038280895904,-0.0730768499414604,1,0
2023-04-06,78.04727577801822,98.78925129837127,981058.928366135,0.02558929863315502,-0.0196391048418887,-0.0927159547833491,0,1
2023-04-07,104.44180415596864,101.17952785474137,1167620.154310303,0.02083449328117703,0.012909817952785146,-0.07980613683056395,1,0
2023-04-08,103.91582908269834,70.0269897320184,732035.6917399612,0.011670886060237752,-0.010797895129257818,-0.09060403195982177,0,2
2023-04-09,100.07670184963692,113.74491512053723,611560.308495984,0.0025903449372688156,-0.0016433871128874369,-0.0922474190727092,0,1
2023-04-10,96.4811929993728,105.19732713846989,1204472.414506257,0.011597145705902643,0.0024455793076857777,-0.08980183976502341,1,0
2023-04-11,78.76943886924379,114.97015164789478,1094102.3815243791,0.014137851359746979,-0.02900443722893872,-0.11880627699396214,0,1
2023-04-12,93.69032015851961,56.55616932709466,774487.1114106224,0.017111113180414243,-0.014576740856408695,-0.13338301785037082,0,2
2023-04-13,94.85928225209845,131.3256205717109,782584.2296813264,0.03298961788647842,0.028021457848262786,-0.10536156000210803,1,0
2023-04-14,87.96584096167572,97.9061555776724,1281358.6961036923,0.021412211199583725,0.018723823771695913,-0.08663773623041211,1,0
2023-04-15,97.58071432500986,116.62274225106275,702647.0267831681,0.01459204939614819,-0.00025279154654469734,-0.08689052777695681,0,1
2023-04-16,106.06076285221808,84.40141109311703,1410668.2383139909,0.007228346345462058,0.005862469170257862,-0.08102805860669895,1,0
2023-04-17,128.29278851815795,109.19160857593855,774844.8163380328,0.025862830875172955,-0.004884850112729153,-0.08591290871942811,0,1
2023-04-18,102.61866719247759,84.19876655239516,1159597.9814020959,0.011447806223513515,0.028131667716559644,-0.057781241002868466,1,2
2023-04-19,103.86325586084146,90.64346558956292,917845.3810627538,0.009012068257250778,-0.003007051555883278,-0.06078829255875175,0,2
2023-04-20,98.8833112635075,128.7104703080018,1150796.8577705857,0.03739632679064328,0.005636841842696961,-0.05515145071605479,1,0
2023-04-21,71.21843177051437,97.1397639885498,863971.4994714519,0.023235676878247277,0.023920602882841303,-0.031230847833213487,1,2
2023-04-22,99.60229186826174,103.26149309769585,959301.7734819264,0.005662777934875343,-0.014547429696918131,-0.04577827753013162,0,1
2023-04-23,100.90345314911539,113.05101596033131,1010229.7938489303,0.006017194942816525,0.03217578368993788,-0.013602493840193741,1,0
2023-04-24,136.9486316872793,107.43522831958907,749453.1360546318,0.024189538708376108,-0.029609228194867537,-0.04321172203506128,0,1
2023-04-25,97.11458552828316,102.25628357715365,1185206.0863550315,0.007779574587043675,0.033592842622255974,-0.009618879412805308,1,0
2023-04-26,104.52321013500419,105.47441503699338,871696.6083821037,0.005029472178810242,-0.006453511679039492,-0.0160723910918448,0,1
2023-04-27,99.47932345442135,136.05123377857413,942850.0211649954,0.0038853826395703864,-0.0038539749565056347,-0.019926366048350436,0,1
2023-04-28,82.46982943570703,99.13571804449622,751412.656347872,0.015115830003167258,-0.036800203423658855,-0.05672656947200929,0,1
2023-04-29,117.14234221772531,103.01648570072452,359416.58530117234,0.02097414252833127,-0.008095894347553857,-0.06482246381956315,0,1
2023-04-30,111.27899549030161,115.75981594011418,952243.0593499577,0.03310814226176591,-0.019796130620537686,-0.08461859444010084,0,1
2023-05-01,111.8654792056457,116.58288899436975,1603153.8554032291,0.009671229676930742,-0.011152926907469454,-0.09577152134757029,0,0
2023-05-02,86.35918817807891,117.8054545834057,1196151.071974506,0.012243338343096415,-0.0017462193157775923,-0.09751774066334788,0,0
2023-05-03,121.04191466404149,109.58095333043777,995184.9050664013,0.009824153308239925,0.020155832289458112,-0.07736190837388977,1,0
2023-05-04,78.97223405811579,82.85492630904275,934277.292697933,0.007160587594939725,0.005152067028012516,-0.07220984134587725,1,2
2023-05-05,108.80285640700406,124.50147298451644,1005616.4732030116,0.0027879440132646833,0.007153533068022277,-0.06505630827785498,1,0
2023-05-06,132.85683438714966,82.80481910471968,1136779.7787938025,0.014793063034493428,-0.020910387776911246,-0.08596669605476623,0,2
2023-05-07,85.14195512303968,104.5395319785855,704796.7961727888,0.03818712175014586,-0.016615081792054603,-0.10258177784682083,0,1
2023-05-08,91.50553405595842,88.68586224970963,1278580.423667218,0.026366046497053385,0.03697450036702624,-0.06560727747979458,1,0
2023-05-09,101.49477047631461,99.0379248011051,1178845.328860311,0.001453610486586827,-0.013704020695264933,-0.07931129817505952,0,0
2023-05-10,92.44786518825701,104.9314361545522,1179546.4314269836,0.008229862891243604,0.03412416504114591,-0.045187133133913614,1,0
2023-05-11,76.74004853400801,104.8203582317541,1109618.9347024318,0.0017846830844289786,-0.0038612239776173304,-0.049048357111530945,0,0
2023-05-12,101.0284446220904,106.32881131352927,1004904.1644234975,0.0007514128995896254,0.001045758722870081,-0.04800259838866086,1,0
2023-05-13,84.06544429410843,124.20566903587971,1168215.308991705,0.03462402606889851,0.0224073032045986,-0.025595295184062263,1,0
2023-05-14,107.10388645952773,106.8030145227097,1147953.5334353445,0.02989876454906472,0.026437848438773132,0.0008425532547108698,1,0
2023-05-15,86.20863648649295,96.33765047064027,911489.8222647441,0.0008265126454123693,-0.0012162512055817498,-0.00037369795087087996,0,2
2023-05-16,123.24901607526309,114.46130752432536,856599.5567757748,0.008860042608947504,-0.006764861070430778,-0.0071385590213016575,0,1
2023-05-17,88.25120061495645,117.8420573338696,1025464.0738154966,0.019030995411480855,-0.00011840897044426246,-0.00725696799174592,0,0
2023-05-18,95.16907725691486,81.58588277294511,1387255.037873797,0.020423249151206004,0.007759150564642366,0.0005021825728964459,1,0
2023-05-19,112.20275826054504,108.96100104774787,690223.2310865248,0.009469437980704569,0.018826073737395112,0.01932825631029156,1,1
2023-05-20,81.53703525349067,110.51759113466348,633118.6835618899,0.005352821817975872,0.0010845971798830315,0.02041285349017459,1,1
2023-05-21,103.41189901906193,95.53654744960012,1041190.2103091292,0.016935415504329875,0.013377725960463074,0.03379057945063767,1,2
2023-05-22,119.60714131423643,120.6356021996743,1012721.9254640045,0.04254454840702991,0.033767194645418816,0.06755777409605648,1,0
2023-05-23,75.88775148158159,97.7491661945121,1043335.4160926021,0.00198188600482538,0.008626192245295693,0.07618396634135217,1,0
2023-05-24,102.76950787798457,101.88364680207313,1060988.299477125,0.012056413115679232,0.0072330571200955665,0.08341702346144775,1,0
2023-05-25,103.89824191372635,97.40392263574195,944199.4363412987,0.00864525901268311,-0.029378216501801356,0.05403880695964639,0,1
2023-05-26,111.72734307665965,100.23368571372201,1372465.8596505206,0.009400883747364043,-0.05161460273658127,0.002424204223065121,0,1
2023-05-27,81.44573933682878,83.55587369657198,599774.0053808711,0.014152517896440522,0.008767514584603366,0.011191718807668487,1,2
2023-05-28,80.19315080373585,78.39923676108559,792875.7438049385,0.014243477283520871,-0.0008964846256174447,0.010295234182051043,0,2
2023-05-29,107.82912348425347,123.91757594837458,974186.3099627382,0.002213307371146589,-0.00929565349829484,0.0009995806837562026,0,1
2023-05-30,104.45477009849779,87.29557977522508,589202.7972114582,0.017932844546304165,0.005870604083726893,0.006870184767483096,1,2
2023-05-31,103.75739275518815,85.1291147581554,956036.3988919822,0.01683967390904254,-0.00020807458393816577,0.00666211018354493,0,2
2023-06-01,105.19672314245463,67.69914829594427,1415367.5414320044,0.007384144008948923,0.023555605012677974,0.030217715196222905,1,2
2023-06-02,89.79962917632264,90.41557378465747,1005221.6220739904,0.05813976438643283,0.0027222173651795583,0.032939932561402464,1,2
2023-06-03,103.48380545741506,80.15365309888753,1057675.2264296708,0.007496441132436122,-0.013938465701403353,0.01900146685999911,0,2
2023-06-04,104.39608709948021,124.63022740204553,684958.8087068549,0.020770876416879448,0.02080332477918578,0.03980479163918489,1,1
2023-06-05,89.28472872960448,115.1472563401395,845909.6479901306,0.03262551630921891,-0.00334262149892405,0.03646217014026084,0,1
2023-06-06,127.98661766717134,89.67774482233415,906200.9049190157,0.02474853276445145,0.011530733673446144,0.04799290381370698,1,2
2023-06-07,107.10749381367681,133.78653708016463,920571.2258109415,0.002188169436659401,-0.00854821412385601,0.03944468968985097,0,1
2023-06-08,82.13044754196028,114.72648230487391,1320410.9487509422,0.026572816564964623,-0.011996537709948726,0.027448151979902247,0,0
2023-06-09,109.84830412950744,95.12752924737066,1139422.7651812811,0.0062636894772996,0.002683364603713923,0.03013151658361617,1,0
2023-06-10,85.37977494659017,62.508914276896405,722135.510765742,0.012130067764314793,0.0012565728708737024,0.03138808945448987,1,2
2023-06-11,111.80626905613678,134.36413858886112,1061626.1946080013,0.009118083903414054,0.01059654070733666,0.04198463016182653,1,0
2023-06-12,117.37893368511106,79.15641299854606,1124555.4371241962,0.009181806204379835,-0.0043729150661948515,0.03761171509563168,0,2
2023-06-13,87.68976522472434,75.31901879564663,1285037.2596303166,0.013892007383262892,-0.03572719567540795,0.001884519420223732,0,2
2023-06-14,114.45064193866483,115.3385564801446,1395135.1716420935,0.02308725336465969,-0.007655477671767773,-0.005770958251544041,0,0
2023-06-15,106.19171390404748,136.59628609508908,746226.4520430329,0.035036576135034386,0.016876369342876313,0.01110541109133227,1,1
2023-06-16,112.33090239991735,120.76409227765777,797285.6221974154,0.007798474131188907,-0.004947521584862129,0.006157889506470142,0,1
2023-06-17,128.4518947398092,108.4586368007854,685605.5352713459,0.0031610697984026373,-0.00392766805029096,0.0022302214561791813,0,1
2023-06-18,96.31917825995694,108.92131512497929,941495.0352232547,0.0019324734002977946,0.02072753011811874,0.022957751574297924,1,0
2023-06-19,88.69395753463766,112.80123338170462,1116589.5936115836,0.008319338558947172,-0.013239464545178454,0.00971828702911947,0,1
2023-06-20,86.65728355561716,111.38392884680148,1246833.6291472754,0.018914921213935624,-0.029856064364857993,-0.020137777335738523,0,1
2023-06-21,87.76284572551843,104.21787135954064,981012.2440893693,0.012164923833699371,-0.002212622390509887,-0.02235039972624841,0,1
2023-06-22,98.84347435878844,101.56301655927814,920038.119186289,0.026342638398931698,-0.008683479024974742,-0.03103387875122315,0,1
2023-06-23,105.11727962224965,99.06110308150717,1037939.4980621851,0.015520558276869507,-0.01832492639506508,-0.04935880514628823,0,1
2023-06-24,104.15036198995028,88.69053116699986,791214.2745924942,0.020044340378534496,-0.0025075691179738146,-0.05186637426426204,0,2
2023-06-25,112.40774873554035,95.78987384699839,1522384.6804236933,0.0150487047470607,0.010830112944935674,-0.04103626131932637,1,0
2023-06-26,100.1950283781686,74.60564778706922,598084.7432204853,0.02933570381231354,0.0008142287686436851,-0.040222032550682685,1,2
2023-06-27,121.80301115735975,98.52490559807875,1046185.1447239311,0.010028042937712733,0.007139621453724755,-0.03308241109695793,1,0
2023-06-28,96.03014750143066,85.17113339273624,1505901.5548074099,0.019506249169559578,0.037268153970308464,0.004185742873350537,1,0
2023-06-29,140.8025374988443,83.44616024176344,1001699.9611399994,0.01031256176887913,-0.005857577231151282,-0.0016718343578007453,0,2
2023-06-30,109.3850102164751,102.69841226730217,952490.2412496264,0.0195684422405607,0.006566972692893392,0.004895138335092647,1,0
2023-07-01,87.14263665375576,120.880034295169,910638.6442973932,0.010442850918678716,-0.009184267251982691,-0.0042891289168900445,0,1
2023-07-02,83.93661252908332,113.7747490900347,954902.079559398,0.022073396570607386,-0.015927194397739458,-0.020216323314629504,0,1
2023-07-03,107.23708622864778,76.44249094565234,1343212.1186691325,0.006615784486551147,-0.010698153068355396,-0.0309144763829849,0,2
2023-07-04,96.64805822011223,85.15557795144494,447034.5221676233,0.015603982582349255,-0.008575171430433771,-0.03948964781341867,0,2
2023-07-05,110.71000741138138,114.11156781982324,1383358.4253240814,0.026611498080780806,0.00818951595094251,-0.031300131862476155,1,0
2023-07-06,107.09856436860318,85.26268909692536,644010.7118874637,0.023935772928526233,0.04798151573401515,0.016681383871538995,1,2
2023-07-07,98.9075663101469,96.63050275004463,933336.9176913963,0.01787395378778222,-0.013320868725516806,0.003360515146022189,0,1
2023-07-08,87.29809422897392,108.25078148536828,892688.8949253345,0.017859077402175384,-0.00733250611230925,-0.0039719909662870615,0,1
2023-07-09,77.27729162971204,85.47483317704547,1147138.31744268,0.03659240403432174,-0.000262460262224965,-0.004234451228512026,0,2
2023-07-10,93.30227571899468,101.5806325921894,600468.9120290631,0.008193731852589948,0.008915976974194943,0.004681525745682916,1,2
2023-07-11,112.84598191485209,79.98961757622693,1115543.1665204857,0.014246443191603243,0.0062710162390957,0.010952541984778616,1,2
2023-07-12,103.21140616195306,90.9794853407318,1506077.4058217132,0.04563303673077686,0.026681915878962348,0.037634457863740964,1,0
2023-07-13,81.31391831932018,104.79672901213806,659206.4988517973,0.012352833538673932,-0.047527841410704166,-0.009893383546963203,0,1
2023-07-14,102.59771388776772,76.10509399702497,1047426.5419025989,0.030700804950647195,-0.04673859740391345,-0.056631980950876654,0,1
2023-07-15,105.77976069593255,106.60712106940599,834504.4555508477,0.037600200678155275,-0.008917563440202985,-0.06554954439107964,0,1
2023-07-16,86.742138456983,99.70543301609978,1106471.8015482589,0.014254240577226627,0.022946003750874175,-0.04260354064020547,1,0
2023-07-17,102.30587658918292,108.28734931625722,1004786.944353938,0.03766300416117168,-0.030312960632111925,-0.07291650127231739,0,1
2023-07-18,100.87313077669,103.35871201096992,839628.2727389226,0.007446381058758457,-0.05915264679387514,-0.13206914806619252,0,1
2023-07-19,82.85544553254066,120.46210644960766,1121968.0712177686,0.008746263740779215,0.012423588124384176,-0.11964555994180834,1,0
2023-07-20,105.36681040522424,101.87836753971861,1451087.0274466858,0.003703510736598281,0.005873144474054288,-0.11377241546775405,1,0
2023-07-21,108.41176789552351,93.5589168831212,952274.0520681753,0.008508897283683446,-0.020804168135988593,-0.13457658360374264,0,1
2023-07-22,116.24576864762915,101.83446254548426,1179939.4855370454,0.004445797116017081,-0.0187107920144186,-0.15328737561816125,0,1
2023-07-23,115.80703078052355,108.14947043554582,676681.7605322091,0.025577316266267865,-0.018394874392693487,-0.17168225001085474,0,1
2023-07-24,79.33495948064363,100.73290105488556,760890.9057954978,0.01904632761477594,0.003210706349478803,-0.16847154366137593,1,1
2023-07-25,85.93262440127316,100.60887536805824,1118101.5694700943,0.013539902769170626,-0.01152630552366014,-0.17999784918503606,0,1
2023-07-26,107.7255290081299,89.47012468289867,1371029.0071339912,0.01545318890541648,0.010881278379510393,-0.16911657080552567,1,0
2023-07-27,107.70678926368313,90.05648623673578,1088903.337196415,0.016603836237252204,-0.05609253325808782,-0.2252091040636135,0,1
2023-07-28,107.72571529459071,78.9609209230046,921735.4923692114,0.01800797176790127,-0.016137037302555987,-0.2413461413661695,0,2
2023-07-29,157.7909723598208,126.24365114780409,999822.8513558385,0.009024506386370163,-0.021521079218221006,-0.2628672205843905,0,1
2023-07-30,108.5633576603975,81.34205146913072,687398.0665075707,0.023669873337798557,-0.004126813567449844,-0.2669940341518403,0,2
2023-07-31,117.03348460270898,89.60642203306139,1151128.8315888417,0.023560817347527616,-0.00976095516980277,-0.2767549893216431,0,2
2023-08-01,114.31002645239803,89.22389101646203,1220583.2655808523,0.033344482231022744,0.01695687559791533,-0.2597981137237278,1,0
2023-08-02,109.77086876958697,113.42386565416662,886977.4167917299,0.030464772434245165,-0.03618673543320115,-0.29598484915692896,0,1
2023-08-03,95.27096133039481,95.57575482561958,882489.4630601247,0.014712439944914935,0.00190982952661504,-0.2940750196303139,1,2
2023-08-04,111.38453830739901,118.716131090106,1066469.557413012,0.0356359781754212,0.012166728464234111,-0.2819082911660798,1,0
2023-08-05,88.40762178193643,89.89764063634198,890820.0659898511,0.033132464153555474,0.0381329487312391,-0.2437753424348407,1,2
