loja_id,regiao,tamanho_loja,dia_semana,mes,ano,temperatura,precipitacao,dia_pagamento,vendas_total,probabilidade_inadimplencia,categoria_produto_mais_vendido
4,Sudeste,Pequena,6,3,2023,26.71426732890824,57.52734074398217,29,61707.62638826024,0.08340397295367628,Construção
2,Norte,Pequena,6,12,2022,34.092321891907964,57.7316517834186,7,48608.616687570866,0.16618569662152072,Acabamento
6,Centro-Oeste,Grande,5,12,2022,22.579901884018607,69.01255746253025,26,77547.39619069098,0.1365487718159278,Elétrica
42,Sul,Média,3,8,2020,29.023937217636995,31.478756713019738,8,44967.155573320684,0.06783602441600706,Elétrica
4,Centro-Oeste,Grande,7,10,2022,23.359717746616198,43.750102437174775,11,88273.45907110497,0.09117906117067898,Acabamento
29,Sudeste,Pequena,6,4,2022,25.55234377943068,90.61091446448404,13,22302.653408855167,0.16498586269040072,Ferramentas
18,Sul,Média,2,9,2022,32.576983746317964,54.491812664999834,3,38845.061976188,0.1749346478435766,Elétrica
26,Centro-Oeste,Média,3,5,2021,28.821462907102166,46.54951253346507,19,79389.77615488137,0.09108943353226585,Materiais Básicos
44,Sudeste,Pequena,1,6,2021,18.793503636295217,31.167644688325964,14,50960.33201113692,0.12437758600941964,Elétrica
34,Norte,Grande,2,5,2020,22.137624880942045,60.118686116415034,22,48394.65531278815,0.11804431172700036,Acabamento
10,Sudeste,Grande,7,10,2020,31.281106722206793,70.62036434084888,16,76393.32192498998,0.04498509201390312,Hidráulica
36,Sul,Grande,7,12,2019,25.709390213142477,67.49175291619615,15,91812.82917866201,0.12548947904834076,Acabamento
14,Nordeste,Pequena,3,11,2020,19.255799401920683,44.823982727821665,2,41162.25899648463,-0.007615275409353722,Acabamento
31,Norte,Média,1,7,2023,20.905237775131397,57.22504566727072,6,48310.103510501984,0.14548604937955062,Materiais Básicos
48,Centro-Oeste,Pequena,6,7,2019,28.51746761355586,83.43318873297223,21,41144.60004758152,0.1260415388116492,Ferramentas
15,Sul,Grande,2,1,2022,29.972051406088152,71.41764584342937,30,46521.00211154376,-0.05129006550702467,Materiais Básicos
8,Nordeste,Pequena,2,2,2020,25.089276507410872,34.31674515613361,7,17554.345646803704,0.05175778958542605,Materiais Básicos
14,Sudeste,Média,1,7,2023,37.37656900468051,-0.9201012924293934,9,37530.52543871358,0.011933872814957128,Elétrica
23,Nordeste,Pequena,2,8,2020,29.120761817278193,55.9354501416847,9,55759.637092052435,0.04873511353164938,Hidráulica
40,Sul,Grande,6,4,2020,23.7825946518355,65.97136253496865,17,65444.76732695779,0.10668537870741521,Acabamento
21,Sul,Média,6,6,2019,20.921469759503278,28.21551016253475,23,47557.81149130848,0.18711371920193148,Materiais Básicos
16,Nordeste,Pequena,6,11,2019,20.125578476804794,49.82420955754445,3,21728.828917436207,0.12584521419164849,Materiais Básicos
45,Sudeste,Pequena,1,12,2018,26.677106602401846,44.726018682538424,4,50096.66284028444,0.08100679950815506,Construção
18,Nordeste,Média,4,10,2019,22.556114775432967,52.085726444643974,2,35158.06691328456,0.13587190804217092,Ferramentas
47,Sul,Média,4,3,2019,33.36871876991712,39.106074257605755,1,45000.61054252123,0.1309960427340677,Ferramentas
24,Sul,Grande,7,7,2021,32.331559014589295,75.81021995255986,10,61627.82290315011,0.1723321376613533,Construção
26,Centro-Oeste,Média,7,11,2020,28.165332737486136,52.95937761265525,30,41295.69550761457,0.14187864753784188,Hidráulica
25,Centro-Oeste,Grande,2,3,2019,19.10501913521552,32.419662276705,3,69525.20692985815,0.10027939010683853,Acabamento
45,Norte,Pequena,6,11,2020,21.638905637237976,68.34924307187441,10,49527.74575730267,0.024687369635349315,Materiais Básicos
41,Sul,Grande,2,7,2020,31.278387628705502,24.716248080165897,9,24154.51904956246,0.167482889481723,Elétrica
29,Centro-Oeste,Pequena,1,12,2021,22.18466900102449,75.68988755070265,17,24785.88047801328,0.09379408558983662,Construção
15,Nordeste,Média,2,11,2020,30.61070866959762,69.82118848445128,15,33670.05980977258,0.055568565704671696,Ferramentas
45,Sudeste,Pequena,5,12,2023,27.373019615173806,77.79550590641571,3,63834.05038767641,0.0007861513040538781,Materiais Básicos
1,Nordeste,Média,4,11,2019,25.258589424065935,46.835072551167684,27,23003.908829183027,0.04252306904297296,Elétrica
25,Sudeste,Pequena,2,8,2020,21.485835935322793,40.07772040433247,21,58707.96498813256,0.1201184084220028,Materiais Básicos
7,Centro-Oeste,Pequena,2,3,2018,24.52878078237624,51.68043521866186,3,74849.96065819812,0.0805289874897783,Hidráulica
9,Norte,Pequena,3,2,2018,25.94823977437449,48.311264272889375,4,46000.57183520697,0.1495888192991272,Construção
24,Nordeste,Pequena,2,12,2021,30.162694491505608,36.94527428872975,4,34616.186680942425,0.18097684732519628,Hidráulica
1,Nordeste,Grande,5,6,2023,20.571321996831227,38.92753371748715,17,69678.19403037385,-0.006742858225089687,Elétrica
44,Nordeste,Pequena,4,4,2019,23.685915787369424,42.67254305467072,6,41308.84190873461,0.04911056936680766,Ferramentas
8,Sudeste,Grande,3,8,2021,25.224115659661425,26.599926271202747,11,60994.834978619656,0.10693356762664391,Construção
24,Centro-Oeste,Média,1,2,2018,28.313391788430824,63.55926579198669,12,54089.152746960244,0.1740152220108579,Hidráulica
11,Nordeste,Média,7,4,2023,20.457678312386115,48.95405724857987,23,31769.887465016494,0.05811003292804787,Ferramentas
17,Nordeste,Grande,1,2,2019,18.417151035563926,43.83243061532706,28,84769.00283194872,0.1112739313162151,Elétrica
8,Norte,Média,4,2,2020,28.36982575855025,27.792916781166454,7,46779.863954938584,0.045481922811242775,Construção
35,Norte,Média,7,2,2019,17.410254425266483,26.7925404466507,13,56352.358623078464,0.0957946265191544,Elétrica
35,Centro-Oeste,Pequena,1,1,2022,31.424898573810843,88.71828101444825,6,74970.24421450758,0.10689410681494149,Materiais Básicos
33,Centro-Oeste,Pequena,5,4,2019,24.22036951258546,37.454850742768606,23,47289.605967678894,0.0837506651323357,Elétrica
5,Sul,Pequena,2,2,2020,17.26234458862777,62.21056788418653,30,38731.64097327054,0.18188666992611874,Materiais Básicos
42,Norte,Grande,4,9,2022,22.59789890298253,53.25268939800354,3,62121.42475109051,0.15951245210793563,Ferramentas
39,Sul,Grande,7,9,2023,26.895618165346185,-5.503769222162049,21,74921.9387665152,0.08404130525860397,Construção
41,Sudeste,Média,3,11,2021,22.336494562225113,85.84901646277184,14,47850.215679748966,0.08696284623387159,Materiais Básicos
28,Sul,Pequena,2,11,2023,25.10014874412174,63.681679575522324,14,47325.5653201241,0.13985649936087047,Construção
7,Nordeste,Grande,1,7,2019,28.70039182852643,34.64659691390382,23,66295.15147001833,0.10237966718774681,Ferramentas
9,Sul,Grande,1,6,2021,23.9890483230619,49.43266991140809,10,77742.97431344757,0.10063186298002785,Hidráulica
8,Centro-Oeste,Pequena,3,12,2019,20.31471161766933,27.016332651926685,5,43066.58013476267,0.06564878975334426,Ferramentas
12,Sudeste,Grande,5,3,2018,23.505080013140795,86.52440956922268,30,75241.77824689038,0.12994026850107024,Acabamento
34,Nordeste,Pequena,3,12,2018,32.0742006822963,31.84684583517071,26,31720.307103021783,0.06800995871265628,Materiais Básicos
33,Sul,Média,4,7,2020,33.42532172666592,39.53832006610681,2,42741.46278038076,0.06799419513924208,Hidráulica
48,Sudeste,Média,3,1,2023,14.900369130288624,35.40877843704818,6,15009.932109276524,0.11445757247082404,Ferramentas
23,Sudeste,Média,1,9,2018,30.455139545957387,51.607588004183405,23,37502.100600590566,0.10702473418715522,Elétrica
24,Nordeste,Pequena,5,4,2022,26.25073858017678,77.40633000278628,11,49788.3011821828,0.10168990427363862,Materiais Básicos
37,Sul,Grande,5,6,2022,29.61991339560075,85.78748898190315,18,89149.14946369879,0.00926028423228338,Ferramentas
35,Sudeste,Média,6,6,2019,22.24755869866185,42.020077115554066,26,60964.82912675471,0.11190082943014854,Hidráulica
44,Sudeste,Média,3,11,2021,16.15868245249257,57.565179646358445,24,56382.00478066102,-0.0003641398096771997,Construção
40,Norte,Média,4,3,2022,27.922443943237308,51.638108252081466,21,42725.0674879071,0.151115251594227,Elétrica
22,Sudeste,Grande,1,4,2019,20.295113693586416,30.36781471111884,11,46534.7321765071,0.07232253506468803,Construção
27,Norte,Grande,2,11,2021,18.05853784257574,98.45111149191888,24,67863.89478586643,0.10794838691675973,Materiais Básicos
35,Sul,Pequena,5,10,2018,18.40799308763267,77.25519124592512,15,3560.2851355113744,0.07095172958090797,Hidráulica
1,Sul,Média,3,3,2019,28.00456891207667,53.78231699422069,3,67133.70694321324,0.11538935517608712,Elétrica
35,Sul,Grande,6,6,2021,25.697262330145985,81.63752186997975,2,79611.57902462274,0.03974798462490214,Construção
37,Centro-Oeste,Pequena,4,1,2020,28.912330109373368,74.2421342543561,7,62818.64787428439,0.1925512112902372,Acabamento
47,Sul,Média,4,8,2023,28.345376272481825,51.63722682163511,5,42297.531572701526,0.06566708565653268,Elétrica
14,Sudeste,Grande,7,8,2023,22.895332177081173,56.51927210655987,21,38863.35497373517,0.14380276905543163,Construção
3,Nordeste,Grande,1,9,2020,24.64763213061272,80.24252284753308,13,63316.88495958991,0.04426587368458334,Materiais Básicos
1,Norte,Pequena,5,6,2022,22.442812356087302,31.07692837740639,8,52582.8486439571,0.08036903723290045,Acabamento
5,Centro-Oeste,Média,1,1,2023,23.948361135672545,83.47381394642679,29,47937.60839119079,0.06249928784957882,Ferramentas
26,Sul,Média,6,3,2021,20.16372631009467,45.49774878629768,9,54278.431528169705,0.0701403192352465,Acabamento
14,Sul,Grande,2,1,2020,26.952421469371675,80.49353485695134,30,64253.39913756626,0.12115477121589541,Acabamento
39,Nordeste,Média,2,5,2022,30.375603744908783,49.895468050743595,8,42389.657492351515,0.12337051592626314,Acabamento
27,Nordeste,Pequena,2,3,2019,20.916934850895068,56.75212444945944,10,45625.21734102767,0.12038107976808889,Elétrica
9,Centro-Oeste,Grande,4,2,2019,31.406348227006713,49.31383286855082,2,112700.48756370861,0.05638669885590378,Acabamento
15,Norte,Grande,5,3,2021,25.567607482389707,39.36312754377545,10,92229.56710850217,0.10648184670758483,Acabamento
15,Sul,Pequena,1,9,2021,26.205394882029065,44.59890203711376,11,31412.10851219009,0.057678587162597564,Ferramentas
26,Centro-Oeste,Grande,1,11,2021,16.502852401962407,77.58222806337133,23,66231.5686480907,0.17331722867046567,Acabamento
42,Sudeste,Média,6,8,2023,15.96368845217133,3.7167203465506304,11,37168.063005390766,0.053724459992630785,Construção
13,Sudeste,Média,2,3,2021,25.72058181389841,25.220681103903257,5,70564.3673026842,0.07639921069192775,Elétrica
32,Centro-Oeste,Grande,5,11,2020,28.948660623160038,35.49056581283796,14,63971.25999979975,0.10290309781897998,Hidráulica
39,Sul,Pequena,5,2,2020,21.64309778177524,28.433104151279576,23,46040.61790870586,0.048930986984695606,Hidráulica
49,Centro-Oeste,Pequena,6,5,2022,33.350469502915445,80.19959220830978,3,48321.16592589465,0.1316813649082617,Elétrica
32,Sul,Média,3,12,2020,28.67467987127158,75.15353955706408,20,56041.521762353965,0.1557042255912029,Elétrica
4,Nordeste,Pequena,5,12,2023,20.458293741460075,61.840636187892315,23,25724.813202856083,0.05583988225649463,Acabamento
30,Centro-Oeste,Grande,5,12,2019,25.154243335267537,37.243918650449295,2,74757.68400583649,0.0660653669536654,Elétrica
37,Sul,Grande,1,1,2022,37.38464566861706,76.70103733588273,18,96118.97762466967,0.15970010132978973,Acabamento
23,Centro-Oeste,Média,6,4,2020,18.787179986001473,18.23740148008912,1,45069.44539635599,0.10723572096560333,Materiais Básicos
39,Centro-Oeste,Média,5,8,2021,27.641349694575528,92.83965280295872,1,77428.86073313952,0.08897835822078186,Ferramentas
45,Sul,Média,5,1,2020,23.38627723638329,36.30740405644899,28,36735.84891986269,0.06189370735330887,Ferramentas
15,Sul,Pequena,1,5,2018,28.53448145459256,44.759295563171236,17,42431.100933396054,0.08154465101736963,Ferramentas
43,Norte,Grande,5,12,2022,31.33636823159191,41.41312299010572,6,92423.80344608161,0.09267697588321218,Materiais Básicos
29,Centro-Oeste,Grande,1,4,2023,23.06881455644316,28.53785171802646,13,75736.13354048054,0.1319750731990882,Ferramentas
36,Sudeste,Grande,3,6,2020,30.59456135853587,88.50226247873839,21,69852.788242282,0.09986351463080133,Acabamento
13,Centro-Oeste,Média,4,7,2020,36.10601697135981,65.77789261568974,26,33209.26192673038,0.05449160930658757,Construção
32,Centro-Oeste,Grande,7,9,2023,25.331373686721175,74.30941084159575,24,61878.505276262775,0.07385823540818888,Hidráulica
7,Sul,Pequena,1,1,2019,28.924443437470927,25.52661455878458,21,77460.47409114611,0.04409783488393429,Ferramentas
22,Centro-Oeste,Pequena,1,11,2021,22.047796148983625,53.618756540079985,1,54790.89797104959,0.09337758568349692,Ferramentas
28,Centro-Oeste,Grande,5,10,2021,25.09629654515606,60.420573786628076,28,87969.8263300008,0.21270934738789649,Acabamento
2,Sudeste,Média,1,4,2019,24.116624536458787,55.415130470996864,24,40645.92332556759,0.22385214140605972,Construção
42,Sul,Grande,6,6,2019,28.98467962829298,26.792530978640002,6,79382.11082430126,0.11636358799251044,Acabamento
45,Centro-Oeste,Pequena,2,10,2018,31.02337967878463,71.51000042261273,8,45860.08648279078,0.017360495631737513,Ferramentas
6,Nordeste,Pequena,2,7,2023,24.451725754412703,52.431001655703085,13,25033.78164635131,0.14630390122776454,Elétrica
28,Norte,Pequena,3,7,2022,32.668114228664614,30.900719287139943,2,38985.698734208316,0.13336299165912152,Materiais Básicos
28,Sudeste,Grande,1,8,2021,32.650237207808146,12.894989208946733,26,63304.04157248614,0.23435218792495116,Hidráulica
44,Centro-Oeste,Pequena,6,10,2019,29.234268715899503,62.1333302697976,8,81427.0481167656,0.10372926162645225,Hidráulica
44,Nordeste,Média,5,8,2019,22.41986734139136,99.00911468263001,22,62449.13977608134,0.07874241972801796,Materiais Básicos
20,Centro-Oeste,Grande,5,8,2023,21.940855916300485,29.69491453307437,1,37340.24549095705,0.05007576124751814,Ferramentas
30,Centro-Oeste,Grande,7,8,2022,20.938093226549807,53.40894100825932,13,56411.683431283855,0.14112137486883844,Ferramentas
11,Sul,Pequena,4,12,2019,29.745830351190804,72.20994558183153,1,47269.0105802661,0.09060679751589555,Ferramentas
28,Sul,Pequena,3,8,2018,18.941158962553178,24.606954677973974,10,50395.46869795959,0.08719371844417247,Ferramentas
25,Sul,Média,6,6,2022,28.384188270555036,40.40086461829951,28,48026.53028548019,0.07483436959958471,Ferramentas
39,Nordeste,Grande,6,9,2018,19.594453260879433,32.79682441477196,5,93299.47139286002,0.2100038629187747,Construção
33,Centro-Oeste,Pequena,7,3,2020,29.117730599209867,69.69353389649092,23,42916.03216713861,0.07938646736041699,Hidráulica
1,Norte,Média,7,6,2021,25.086097913652804,76.51045138708119,20,77238.41242838997,0.13502239691279172,Ferramentas
27,Sudeste,Pequena,5,5,2019,31.668192809299136,53.1807252946347,30,64425.71028956727,0.12311181292674615,Acabamento
13,Sul,Grande,4,8,2022,30.707272891606355,33.16531862011798,13,73588.21779410953,-0.011152159036847603,Elétrica
41,Sul,Pequena,5,4,2018,32.17532706001056,41.14418124144304,26,40331.1113865916,0.21066229288063862,Ferramentas
3,Centro-Oeste,Grande,4,4,2021,32.304093591445564,37.39002971506494,5,60158.32495694256,0.00735955388478772,Construção
39,Centro-Oeste,Pequena,2,10,2021,25.718154169940988,30.454622767539867,10,79139.86561841822,0.05494617351608911,Acabamento
6,Nordeste,Grande,6,11,2019,19.206034667876978,47.959235983630705,3,72980.35514612391,0.07460124612727372,Hidráulica
8,Nordeste,Média,7,10,2021,19.737384725013108,61.49652968923724,2,43537.52282145314,0.06373821328573637,Acabamento
27,Sul,Grande,2,5,2019,14.565757353420313,59.805148888570386,2,25601.01203973636,0.08854886730385678,Materiais Básicos
9,Centro-Oeste,Média,5,11,2020,19.581670832859533,49.83535270860978,30,42582.71181216862,0.06139911949384983,Materiais Básicos
37,Norte,Grande,3,6,2019,25.344118288523244,51.14107673650727,5,66683.76935311762,0.16783179900357895,Acabamento
33,Sudeste,Média,1,11,2023,22.20172909587419,48.36898409820442,4,53264.89763527159,0.12954456980428253,Ferramentas
42,Centro-Oeste,Pequena,3,4,2018,24.099321977950744,24.055769216674534,2,47947.64421955453,0.06896377770566003,Ferramentas
44,Centro-Oeste,Grande,3,2,2023,27.463577097307006,53.20269793965745,21,66364.69017172293,0.05816733280928672,Construção
24,Nordeste,Pequena,1,12,2021,23.47967370967121,38.327488290907006,26,43863.81002879465,0.07175348453217244,Ferramentas
15,Sudeste,Média,6,12,2021,19.39085599793708,23.053135616811247,9,63492.080529467625,0.05473947966595005,Construção
32,Sul,Grande,2,2,2021,24.73383166218284,57.41411134231167,24,61573.27506278528,0.04005257516336356,Acabamento
32,Centro-Oeste,Grande,2,12,2019,20.507547566135777,37.7653992716291,9,52723.00472344576,0.14677082353551668,Materiais Básicos
24,Sul,Pequena,6,3,2022,23.646067515104683,54.55507842517672,9,41560.77335242421,0.08049209709758877,Materiais Básicos
41,Centro-Oeste,Grande,1,2,2019,31.713884822115016,66.95275630138855,24,53395.77431551078,0.11975501643066881,Hidráulica
49,Sul,Grande,4,1,2018,23.647473479519128,30.99522557709536,25,69014.37971354475,0.10325177264798324,Construção
49,Sudeste,Pequena,3,8,2019,33.854787766738724,51.84242564145943,4,80053.76666616104,0.17247906658292245,Materiais Básicos
12,Nordeste,Grande,5,12,2021,32.15817993468985,13.791542365392772,8,53881.57346272395,0.14476635442940036,Materiais Básicos
39,Sudeste,Pequena,2,5,2020,22.103473457104784,80.65066181218552,30,33492.10955292738,0.11808642948209144,Elétrica
2,Norte,Pequena,6,10,2018,19.444381167921122,22.81867006222436,18,43366.70075485882,0.21476753890100664,Materiais Básicos
3,Nordeste,Pequena,5,1,2023,24.737229190399034,39.70360675205251,9,58735.015305703324,0.06474265204786785,Acabamento
49,Sudeste,Pequena,7,9,2020,30.766638816984447,76.76759807527915,29,45824.37210450369,0.0906139163500356,Construção
37,Norte,Pequena,1,8,2018,22.54904546885656,45.30954147838028,25,37873.10664618613,0.13265611831139798,Ferramentas
49,Centro-Oeste,Média,5,4,2018,29.540451491310694,26.052046273993994,27,24033.85469998728,0.14221659274362264,Acabamento
17,Centro-Oeste,Média,5,8,2021,31.04219994568044,64.26146464573071,3,44992.80424070412,0.05606463134632966,Construção
49,Sul,Pequena,3,12,2023,21.12987174818697,63.8106492430237,6,28272.984868575353,0.09830426872573332,Ferramentas
2,Nordeste,Média,1,10,2019,21.619744558557066,37.33627321269533,28,42594.71039645231,0.10111051473120496,Ferramentas
2,Centro-Oeste,Média,5,7,2023,28.563310160635034,39.50146958439202,23,43681.64922736314,0.21652898396824763,Hidráulica
28,Nordeste,Grande,2,11,2021,25.759237748207852,41.29182058763828,19,22325.424271393837,0.13311685242716936,Construção
23,Centro-Oeste,Pequena,1,11,2021,21.569692367281604,45.859520786279376,5,74950.2210341827,0.154037022250808,Materiais Básicos
37,Sul,Média,2,7,2021,23.239097759402064,12.14057846156387,17,82064.37024815418,0.08057486409245204,Hidráulica
32,Sudeste,Grande,6,1,2020,24.647402236362904,46.37152277763801,27,80776.25577371256,0.06247700912472557,Ferramentas
33,Sul,Grande,6,6,2023,17.175727875222698,85.67828396366298,19,109567.15221120708,0.07881228250697048,Elétrica
1,Norte,Pequena,7,4,2023,28.828215532413477,32.08060065526591,28,53438.23411854793,0.12739245114905498,Elétrica
19,Centro-Oeste,Pequena,4,10,2018,22.606539055304044,38.33012813060472,24,20796.589507244462,0.17376035223431158,Construção
2,Norte,Grande,6,10,2022,11.081418881009506,26.327646736072083,3,69260.41499235744,0.028876701058223875,Hidráulica
44,Norte,Pequena,5,10,2019,24.880645158452737,62.243238527907074,8,40517.776139574205,0.19904503739163568,Hidráulica
26,Nordeste,Pequena,1,11,2021,21.29214370553246,74.06394716284753,9,22036.448715491082,0.14431736569803563,Materiais Básicos
32,Centro-Oeste,Grande,6,12,2023,33.44411096151338,73.6063567835525,22,75037.4928736837,0.15005212530164316,Hidráulica
6,Norte,Grande,2,2,2023,22.07277489540016,25.0397882221268,23,58228.269652294905,0.14670864538453418,Hidráulica
